'l	10
-l	10
'n	10
-n	10
'm	10
-m	10
's	10
-s	10
't	10
-t	10
CB
aC
ca	141
cc
ça	95
BD
CD
CF
ad
be	119
bé	196
ce	125
ag	82
ah	159
ai	147
ci
al	225
bl	97
cl	94
AN
Ao
CO
am	105
bo	161
cm	121
ço	100
CP
as	125
AT
CV
au	139
av	92
cu	88
àt
d'
FC
dB
da	136
dc	112
ea
ec	143
fa	194
de	255
ef	86
fe	151
fé	62
dg	72
di	130
eh	144
ei	138
fi	172
dj	56
dl	81
el	245
Eo
FM
dm	68
do	143
em	211
en	239
eó	40
Dr	120
Er	98
FP
ds	68
ep	115
es	225
és	222
dt	93
du	135
dv	51
et	190
eu	103
ex	136
GB
IA
IC
ha	216
ib	78
HD
ID
ge	89
he	195
íd	59
II
hi	218
hl	84
ho	211
io
ió	85
GP
GR
IP
ir	97
is	119
Iu
Hz
ix	124
l'
ja	207
kB
ka
la	252
le
kg	104
li	218
kJ
KO
jo	202
km	146
lo	187
LP
ls
LV
Lú
kV
kW
lx	46
m'
n'
MB
ma	138
mà	185
na	137
oc	97
me	197
ne
of
mg	110
mi	184
ni	198
oh	159
oi	163
oí	71
oï
ml	108
ol	80
Mo
mm	123
no	236
om	103
on	199
ms	77
ns
or	158
os	139
ós	127
NT
Ot
nu	128
ou	134
s'
PC
Ra
pa	153
sa	156
PD
RF
SD
pF
pe	102
re	128
se	217
sé	180
QI
RH
pH
pg	77
pi	134
si	213
sí	192
SL
pl	102
Po
RM
pn	57
ro	79
so	150
PP
PS
QR
RP
SS
Sr	140
RV
Ru
st	126
t'
TB
TC
UA
UB
ta	123
uc	67
va	237
UE
te	179
té	190
uf	107
ve	159
ui	116
vi	159
TN
VO
to	163
un	235
TS
up	98
ur	105
us	185
vs	80
ús	153
TV
UV
tu	187
ut	87
vv	67
UX
WC
XC
xa	97
xe	68
xo	95
XS
.ac
.ba
.bb
.ca
.cc
.ad
.ae
.af
.bd
.be
.bf
.cd
.cf
.ag
.ai
.bg
.bh
.bi
.cg
.ch
.ci
.al
.bj
