-a	10
-á	10
-o	10
bá	54
cá	102
cã	71
AD	112
BD	142
BE	109
CD	141
CE	114
bê	54
cê	60
ah	156
ai	155
aí	139
bi	133
ao	187
cm	134
BP	85
CP	108
ar	193
as	194
às	163
ás	115
BT	73
CV	109
cu	110
az	80
FC	130
da	225
dá	224
dã	49
fá	209
fã	115
de	223
dê	222
fé	133
fê	96
di
eh	93
ei	90
fi	92
êh
DJ	122
el	123
fL	86
EN	134
do	188
dó	141
em	189
eo
fo
fó
dr	103
és	102
du
eu	138
fu	137
ex	150
GB	106
gá
gã	52
há	167
hã	78
ia	166
iá	52
iã
gê	52
id	97
ié
iê
hi
ih	55
ii
hL
gó	148
hm	79
hó
in	149
ió
GP	117
IP	113
gr	94
ir	137
is	122
gu	73
iv
iú
ix
já	244
jã
kB	86
la	239
lá	245
lã	109
jé
jê	82
lé	43
lê	112
LG	89
kg	130
li	131
jó	80
km	183
ln	70
lo	151
ló	81
JS	74
kV	82
lu	73
MB	197
ma	102
má	203
na	204
ob
oc	78
OE	57
me	145
mé	143
mê
nê	30
mg	125
mi	130
ng
ni
oh	131
oi	128
OK	95
nL	74
mm	131
mo	88
mó	73
nm	99
no	199
nó	198
nô	47
om	90
on
oó
MP	98
MS	114
os	193
mu	81
nu	209
ou	216
PC	133
Sá	113
pá	132
rã	127
sã	82
Sé	102
pé	210
pê	49
re	206
ré	104
rê	30
se	211
sê	87
pH	112
pi	99
ri	93
si	145
PJ	88
pó	159
pô	83
ró	55
rô	55
só	160
sô
PP	112
PR	122
PS	137
QQ	69
sr	144
pt	125
pu	84
su	99
ta	115
tb	163
tá	165
vá	164
vã	78
UE	109
te	152
té
tê	107
ué
uê
vê	153
ti	118
uh
ui	119
vi	117
to	203
tó
tô
um	204
vó
vô
up	115
us	113
vs	116
tu	159
tv	158
vu
VW	99
WC	92
xá	90
zá
Zé	112
xê
zê	38
xi
xó
xô	30
XP	109
xv
ZX	99
xx
.ac
.ba
.bb
.ca
.cc
.ad
.ae
.af
.bd
.be
.bf
.cd
.cf
.ag
.ai
.bg
.bh
.bi
.cg
.ch
.ci
.al
.bj
.ck
.cl
-ão	10
.am
.ao
.bm
.bn
.bo
.cm
.cn
.co
-as	10
-ás	10
.aq
.ar
.as
.bq
.br
.bs
.cr
.at
.au
.bt
.cu
.cv
.aw
.ax
.az
.bw
.by
.bz
.cw
.cx
.cy
.cz
.ec
-de	10
.de
.ee
-ei	10
.eg
.eh
.fi
.dj
.dk
.fj
.fk
-do	10
.dm
.do
.fm
.fo
.er
.es
.fr
.et
.eu
.dz
-ia	10
.ga
.gd
.ge
.gf
.id
.ie
.gg
.gh
.gi
.gl
.hk
.il
-in	10
.gm
.gn
.hm
.hn
.im
.in
.io
.gp
.gq
.gr
.gs
.hr
.iq
.ir
.is
.gt
.gu
.ht
.hu
.it
.gw
.gy
-la	10
.la
.lb
.lc
.je
.ke
.kg
.kh
.ki
.li
.lk
-lo	10
.jm
.jo
.km
.kn
.jp
.kp
.kr
.lr
.ls
.lt
.lu
.lv
.kw
.ky
.kz
.ly
