بب	156
بة	154
بت	171
بث	182
تب	152
تة	134
تت	141
تث	133
ثب	134
ثة	136
ثت	118
بء	113
بأ
بؤ
بئ
با	169
بى	161
ةا
تء
تآ
تأ
تؤ
تا	157
تى	154
ثء
ثأ
ثا	152
ثى	123
بس	170
بش	148
بص	146
بض	138
تس	149
تش	150
تص	137
تض	134
ثش
بد	189
بذ	132
بر	170
بز	147
تد	143
تذ	126
تر	164
تز	132
ثد	130
ثر	152
ثز	113
بج	141
بح	148
بخ	145
تج	142
تح	146
تخ	147
ثج	126
ثح
ثخ
بن	206
به	204
بو	175
بي	198
ةن	113
تن	155
ته	149
تو	170
تي	185
ثن	139
ثه	128
ثو	146
ثي	148
بف	152
بق	153
بك	188
بل	201
بم	162
تف	159
تق	147
تك	162
تل	188
تم	204
ثف	121
ثق	149
ثك	125
ثل	141
ثم	206
بط	152
بظ	138
بع	155
بغ	148
تط	134
تظ	123
تع	149
تغ	151
ثط	113
ثع	118
ثغ	121
ءة	126
ءت	118
آب
آة
آت
آث
أب
أة
أت
أث
إب
إت
إث
ئب
ئة
ئت
اب	166
اة	149
ات	166
اث	138
ءا	125
ءى
آء
آآ
آأ
آا
آى
أء
أآ
أأ
أؤ
أا
أى
ؤا
إئ
إا
إى
ئا
ئى
اء	159
اأ
اؤ
اا	136
اى	160
ىء	113
آس
آش
آص
آض
أس
أش
أص
أض
إس
إش
إص
إض
ئس
ئص
اس	172
اش	155
اص	143
اض	146
ءذ	113
آد
آذ
آر
آز
أد
أذ
أر
أز
إد
إذ
إر
إز
ئد
ئر
اد	159
اذ	171
ار	166
از	154
ءخ
آح
آخ
أج
أح
أخ
إج
إح
إخ
ئح
اج	149
اح	149
اخ	150
ءن	113
ءه	113
ءو	121
ءي	118
آن
آه
آو
آي
أن
أه
أو
أي
ؤه
إن
إه
إو
إي
ئن
ئه
ئي
ان	200
اه	160
او	186
اي	182
ءق
ءك	121
آف
آق
آك
آل
آم
أف
أق
أك
أل
أم
ؤك
إف
إق
إك
إل
إم
ئف
ئق
ئك
ئل
ئم
اف	167
اق	149
اك	151
ال	196
ام	176
ىل	113
آط
أط
أظ
أع
أغ
إط
إع
ئط
ئع
اط	143
اظ	132
اع	151
اغ	140
سب	159
سة	148
ست	186
شب	166
شة	145
شت	143
شث	138
صب	165
صة	125
صت	113
صث
ضب	145
ضة	130
ضت	123
ضث
سء	113
سآ
سأ
سؤ
سئ
سا	157
سى	163
شء	126
شأ
شؤ
شئ
شا	153
شى	146
صء
صأ
صئ
صا	148
صى	126
ضء
ضأ
ضؤ
ضا	147
ضى	129
سس	138
سش	135
سص	118
شس	129
شش	134
شص	129
صس
صص	130
ضش
ضض	113
سد	179
سر	180
سز	121
شد	168
شذ	147
شر	173
شز
صد	173
صر	145
صز
ضد	203
ضذ	134
ضر	151
ضز
سج	137
سح	141
سخ	126
شج	140
شح	167
شخ	136
صج	125
صح	171
صخ	130
ضج	150
ضح	141
ضخ	175
سن	193
سه	146
سو	174
سي	195
شن	185
شه	145
شو	174
شي	173
صن	167
صه	153
صو	149
صي	138
ضن	146
ضه	118
ضو	155
ضي	145
سف	141
سق	134
سك	158
سل	161
سم	179
شف	144
شق	172
شك	186
شل	171
شم	161
صف	173
صق	125
صك	162
صل	154
صم	153
ضف	139
ضق	113
ضك	113
ضل	159
ضم	181
سط	141
سع	140
سغ	125
شط	165
شظ
شع	142
شغ	125
صط
صع	130
صغ	133
ضط	113
ضع	159
ضغ	121
دب	163
دة	159
دت	146
دث	139
ذب	139
ذة	133
ذت	133
ذث
رب	178
رة	160
رت	150
رث	148
زب	138
زة	146
زت	142
زث
دء	127
دأ
دؤ
دئ
دا	177
دى	165
ذء
ذؤ
ذا	186
ذى	158
رء	130
رآ
رأ
رؤ
رئ
را	161
رى	153
زء	135
زأ
زؤ
زا	149
زى	149
دس	158
دش	145
دص	128
دض	113
ذش
رس	153
رش	162
رص	154
رض	148
زس	118
زش
زص
دد	150
در	166
دز	139
ذد	126
ذر	162
ذز	113
رد	188
رذ	118
رر	141
رز	149
زد	167
زذ	118
زر	168
زز	125
دج	150
دح	133
دخ	135
ذج
ذح	113
ذخ	118
رج	150
رح	154
رخ	156
زج	160
زح	135
زخ	130
دن	162
ده	175
دو	180
دي	194
ذن	133
ذه	155
ذو	186
ذي	189
رن	159
ره	155
رو	167
ري	172
زن	152
زه	144
زو	159
زي	177
دف	152
دق	164
دك	157
دل	171
دم	178
ذف	126
ذق	133
ذك	150
ذل	159
ذم	158
رف	158
رق	160
رك	150
رل	118
رم	155
زف	142
زق	142
زك	141
زل	150
زم	151
دظ
دع	164
دغ	133
ذظ
ذع	118
ذغ	113
رط	134
رع	178
رغ	137
زط	126
زظ
زع	140
زغ	121
جب	163
جة	141
جت	158
جث	127
حب	182
حة	138
حت	152
حث	179
خب	151
خت	147
خث	130
جء	113
جآ
جأ
جؤ
جئ
جا	156
جى	153
حء
حأ
حؤ
حئ
حا	147
حى	158
خء
خأ
خا	143
خى	125
جس	156
جش	132
جص	140
جض	123
حس	165
حش	141
حص	141
حض	160
خس	147
خش	143
خص	162
خض	138
جد	175
جذ	132
جر	167
جز	150
حد	195
حذ	129
حر	175
حز	148
خد	158
خذ	168
خر	151
خز	145
جج	135
جح	125
جخ	118
حج	165
حخ
خج
جن	163
جه	154
جو	182
جي	185
حن	147
حه	131
حو	145
حي	192
خن	138
خه	148
خو	150
خي	149
جف	155
جق	132
جك	145
جل	174
جم	162
حف	143
حق	192
حك	151
حل	193
حم	153
خف	159
خق	121
خك	113
خل	158
خم	144
جظ	125
جع	134
جغ	126
حط	159
حظ	172
خط	191
خظ	123
خع	153
خغ
نب	159
نة	156
نت	201
نث	130
هب	163
هة	134
هت	151
هث	123
وب	163
وة	154
وت	157
وث	141
يب	148
ية	160
يت	151
يث	142
نء	113
نآ
نأ
نؤ
نئ
نا	164
نى	143
هء
هآ
هأ
هؤ
هئ
ها	177
هى	173
وء	135
وآ
وأ
وإ
وا	169
وى	149
يء	138
يآ
يأ
يؤ
يئ
يا	198
يى	138
نس	151
نش	145
نص	183
نض	128
هس	157
هش	161
هص
هض	121
وس	159
وش	157
وص	152
وض	143
يس	160
يش	154
يص	139
يض	135
ند	155
نذ	127
نر	161
نز	135
هد	146
هذ	165
هر	152
هز	171
ود	171
وذ	142
ور	161
وز	147
يد	191
يذ	132
ير	169
يز	141
نج	151
نح	145
نخ	134
هج	145
هخ	113
وج	157
وح	150
وخ	145
يج	144
يح	145
يخ	145
نن	141
نه	154
نو	168
ني	164
هن	168
هه	155
هو	213
هي	209
ون	172
وه	159
وو	168
وي	169
ين	172
يه	154
يو	180
يي	166
نف	146
نق	147
نك	159
نل	142
نم	155
هف	139
هق	125
هك	145
هل	193
هم	194
وف	154
وق	157
وك	154
ول	163
وم	161
يف	157
يق	149
يك	160
يل	157
يم	155
نط	142
نظ	141
نع	142
نغ	142
هط	118
هظ
هع	130
هغ	130
وط	146
وظ	130
وع	154
وغ	140
يط	138
يظ	123
يع	150
يغ	139
فب	146
فة	147
فت	151
فث	118
قب	152
قة	148
قت	147
قث	113
كب	150
كة	139
كت	150
كث	146
لب	166
لة	160
لت	148
لث	123
مب	145
مة	152
مت	164
مث	149
فء	113
فآ
فأ
فإ
فئ
فا	156
فى	184
قء
قأ
قؤ
قئ
قا	147
قى	143
كء
كأ
كإ
كئ
كا	167
كى	156
لء	113
لآ
لأ
لؤ
لإ
لئ
لا	214
لى	166
مء
مآ
مأ
مؤ
مإ
مئ
ما	215
مى	149
فس	148
فش	142
فص	152
فض	174
قس	163
قش	152
قص	164
قض	142
كس	143
كش	154
كص	113
كض	118
لس	148
لش	142
لص	160
لض	118
مس	169
مش	174
مص	153
مض	137
فد	149
فذ	149
فر	174
فز	140
قد	211
قذ	129
قر	150
قز	132
كد	152
كذ	113
كر	162
كز	143
لد	151
لذ	148
لر	143
لز	136
مد	175
مذ	164
مر	181
مز	141
فج	159
فح	135
فخ	168
قج	129
قح	137
كج	144
كح	130
كخ	128
لج	152
لح	141
لخ	140
مج	150
مح	149
مخ	161
فن	181
فه	145
فو	165
في	232
قن	147
قه	142
قو	150
قي	166
كن	174
كه	156
كو	167
كي	191
لن	199
له	207
لو	194
لي	194
من	229
مه	153
مو	166
مي	173
فف	128
فق	149
فك	177
فل	154
فم	169
قف	158
قق	125
قك	121
قل	176
قم	171
كف	165
كق	113
كك	134
كل	209
كم	192
لف	162
لق	146
لك	190
لل	169
لم	211
مف	133
مق	144
مك	156
مل	166
مم	172
فط	131
فظ	151
فع	140
فغ	118
قط	180
قظ	125
قع	145
كط	113
كظ	118
كع	134
كغ	160
لط	133
لظ
لع	144
لغ	139
مط	143
مظ	130
مع	216
مغ	154
طب	177
طة	144
طت
طث
ظب	113
ظة	132
عب	151
عة	149
عت	140
عث	148
غب	148
غة	137
غت	136
غث	140
طء
طآ
طأ
طإ
طئ
طا	135
طى	132
ظء
ظأ
ظا	130
ظى	121
عأ
عا	154
عى	152
غا	146
غى	134
طس	133
طش	134
طص
عس	138
عش	163
عص	132
عض	157
غس	134
غش	158
غص	153
غض	163
طد	113
طر	142
طز	134
ظر	130
ظز
عد	169
عذ	121
عر	145
عز	181
غد	178
غذ	130
غر	149
غز	146
طج	123
طح	136
طخ	118
ظج
عج	146
عح	113
